,Title,ID,Published,Views,Likes,Dislikes,Comments,Video_ID,Lenght,Seconds
369,The Guided Meditation You Need  ♥ 15 Minute Mindfulness,e2_4xrVt4hs,2017-11-28T06:02:30Z,428736,7420,166,317,e2_4xrVt4hs,0 days 00:14:51,891.0
370,Meditation For Healing ♥  Solar Eclipse | Saskatchewan Landing,zgttrUAaJww,2017-10-22T14:33:03Z,192949,4163,63,180,zgttrUAaJww,0 days 00:16:08,968.0
375,Meditation For Positivity & Peace ♥ Guided Meditation - Klong Chao Waterfall,px2supLmaXk,2017-06-27T22:40:14Z,870841,12761,360,374,px2supLmaXk,0 days 00:15:12,912.0
377,Guided Meditation: Acceptance Of The Present Moment,Iv2ECs8pVqk,2017-03-03T02:39:48Z,480624,9791,211,371,Iv2ECs8pVqk,0 days 00:15:35,935.0
379,Guided Morning Meditation | 10 Minutes To Start Each Day Perfectly,8_f7ltCNSAQ,2021-05-10T12:39:17Z,138197,4748,57,208,8_f7ltCNSAQ,0 days 00:11:02,662.0
380,Guided Morning Meditation | 10 Minutes To Start Every Day Perfectly ☮,FGO8IWiusJo,2020-04-25T17:48:09Z,3107508,64338,1507,1928,FGO8IWiusJo,0 days 00:10:35,635.0
384,"Guided Meditation For Powerful Positivity ➤ Peace, Focus, & A Positive Mind In 10 Minutes",-Tb1lR8Z5oM,2020-05-30T16:07:44Z,685657,15619,268,549,-Tb1lR8Z5oM,0 days 00:11:31,691.0
385,15 Minute Guided Meditation To Find Peace In Uncertain Times,W19PdslW7iw,2020-03-21T20:40:38Z,2425908,44671,1490,1831,W19PdslW7iw,0 days 00:16:06,966.0
386,15 Minute Guided Meditation | Strength & Grounding In Stressful Times,z0GtmPnqAd8,2020-05-09T16:11:12Z,417696,9118,195,383,z0GtmPnqAd8,0 days 00:15:29,929.0
387,15 Minute Guided Meditation | Clear & Calm The Mind In Uncertain Times,a2pZOIzbp7Q,2020-04-01T17:34:57Z,702238,15137,342,874,a2pZOIzbp7Q,0 days 00:16:06,966.0
388,5 Min Meditation Anyone Can Do Anywhere | Re-Center & Clear Your Mind,LDs7jglje_U,2020-10-28T15:08:40Z,333585,9399,97,292,LDs7jglje_U,0 days 00:06:01,361.0
389,Meditation For Beginners ♥ Learn To Meditate,5TvIdqigPk4,2015-09-30T13:20:57Z,422896,5663,113,239,5TvIdqigPk4,0 days 00:11:38,698.0
390,Guided Meditation For Self-Acceptance ♥ Day 4,g-BjFvbsYqs,2015-12-26T17:49:59Z,401406,6803,109,215,g-BjFvbsYqs,0 days 00:10:22,622.0
391,Guided Meditation For Gratitude ♥ Day 2,S5BR75ySQOo,2015-11-09T19:17:40Z,445806,6990,158,262,S5BR75ySQOo,0 days 00:11:13,673.0
392,Guided Meditation For Being Present ♥ Day 1,bi1uioesDdo,2015-10-01T13:47:08Z,529909,9250,155,312,bi1uioesDdo,0 days 00:11:28,688.0
393,Meditation For Stress & Anxiety Relief ♥ 10 Minutes of Heaven,5d6TriLBQmE,2015-09-30T13:20:57Z,694374,10884,252,355,5d6TriLBQmE,0 days 00:09:25,565.0
394,"Meditation For Relaxation ♥ 10 Min Of Peace, Calm, & Tranquility",HVWkp1Nu6o8,2015-09-30T13:20:57Z,441411,6348,111,186,HVWkp1Nu6o8,0 days 00:09:58,598.0
